[2020-07-20 16:48:30] - Starting holdout training: {
	data_features: [],
	data_labels: [],
	data_single_features: ['global_map'],
	data_single_labels: ['global_map'],
	epochs: 100,
	loss: L1Loss(),
	optimizer: <function CAE.get_config.<locals>.<lambda> at 0x7fb0b4f69830>,
	validation_ratio: 0.2,
	test_ratio: 0.2,
	save_name: caelstm_section_cae,
	training_data: ['training_uniform_random_fill_1000', 'training_house_1000', 'training_block_1000'],
	batch_size: 50,
	use_mnist_instead: False,
	mnist_size: None,
	with_skip_connections: True,
	in_dim: [64, 64],
	latent_dim: 100,
}

[2020-07-20 16:48:30] - Starting data pre processing
[2020-07-20 16:48:30] - Cache hit, training data loaded from cache
[2020-07-20 16:48:30] - Finished data pre processing 

[2020-07-20 16:48:30] - Training: <class 'algorithms.lstm.LSTM_CAE_tile_by_tile.CAE'>
[2020-07-20 16:48:36] - Training 	 Epoch: 0 	 Loss: 0.828369
[2020-07-20 16:58:10] - Validation 	 Epoch: 64 	 Loss: 0.008314

[2020-07-20 16:58:15] - Training 	 Epoch: 65 	 Loss: 0.002551
[2020-07-20 16:58:17] - Validation 	 Epoch: 65 	 Loss: 0.007919

[2020-07-20 16:58:26] - Training 	 Epoch: 66 	 Loss: 0.002484
[2020-07-20 16:58:39] - Validation 	 Epoch: 66 	 Loss: 0.007113

[2020-07-20 16:58:45] - Training 	 Epoch: 67 	 Loss: 0.002418
[2020-07-20 16:58:47] - Validation 	 Epoch: 67 	 Loss: 0.006818

[2020-07-20 16:58:52] - Training 	 Epoch: 68 	 Loss: 0.002356
[2020-07-20 16:58:54] - Validation 	 Epoch: 68 	 Loss: 0.007244

[2020-07-20 16:58:59] - Training 	 Epoch: 69 	 Loss: 0.002296
[2020-07-20 16:59:01] - Validation 	 Epoch: 69 	 Loss: 0.007006

[2020-07-20 16:59:06] - Training 	 Epoch: 70 	 Loss: 0.002238
[2020-07-20 16:59:08] - Validation 	 Epoch: 70 	 Loss: 0.006699

[2020-07-20 16:59:14] - Training 	 Epoch: 71 	 Loss: 0.002182
[2020-07-20 16:59:16] - Validation 	 Epoch: 71 	 Loss: 0.006702

[2020-07-20 16:59:22] - Training 	 Epoch: 72 	 Loss: 0.002128
[2020-07-20 16:59:23] - Validation 	 Epoch: 72 	 Loss: 0.006501

[2020-07-20 16:59:29] - Training 	 Epoch: 73 	 Loss: 0.002076
[2020-07-20 16:59:31] - Validation 	 Epoch: 73 	 Loss: 0.006322

[2020-07-20 16:59:36] - Training 	 Epoch: 74 	 Loss: 0.002025
[2020-07-20 16:59:38] - Validation 	 Epoch: 74 	 Loss: 0.006096

[2020-07-20 16:59:43] - Training 	 Epoch: 75 	 Loss: 0.001977
[2020-07-20 16:59:46] - Validation 	 Epoch: 75 	 Loss: 0.006031

[2020-07-20 16:59:52] - Training 	 Epoch: 76 	 Loss: 0.001930
[2020-07-20 16:59:54] - Validation 	 Epoch: 76 	 Loss: 0.005834

[2020-07-20 16:59:59] - Training 	 Epoch: 77 	 Loss: 0.001884
[2020-07-20 17:00:01] - Validation 	 Epoch: 77 	 Loss: 0.005550

[2020-07-20 17:00:06] - Training 	 Epoch: 78 	 Loss: 0.001840
[2020-07-20 17:00:25] - Validation 	 Epoch: 78 	 Loss: 0.005565

[2020-07-20 17:00:31] - Training 	 Epoch: 79 	 Loss: 0.001798
[2020-07-20 17:00:33] - Validation 	 Epoch: 79 	 Loss: 0.005384

[2020-07-20 17:00:39] - Training 	 Epoch: 80 	 Loss: 0.001757
[2020-07-20 17:00:40] - Validation 	 Epoch: 80 	 Loss: 0.005206

[2020-07-20 17:00:46] - Training 	 Epoch: 81 	 Loss: 0.001717
[2020-07-20 17:00:48] - Validation 	 Epoch: 81 	 Loss: 0.004978

[2020-07-20 17:00:54] - Training 	 Epoch: 82 	 Loss: 0.001678
[2020-07-20 17:00:57] - Validation 	 Epoch: 82 	 Loss: 0.005107

[2020-07-20 17:01:04] - Training 	 Epoch: 83 	 Loss: 0.001641
[2020-07-20 17:01:07] - Validation 	 Epoch: 83 	 Loss: 0.005049

[2020-07-20 17:01:13] - Training 	 Epoch: 84 	 Loss: 0.001604
[2020-07-20 17:01:15] - Validation 	 Epoch: 84 	 Loss: 0.004953

[2020-07-20 17:01:21] - Training 	 Epoch: 85 	 Loss: 0.001569
[2020-07-20 17:01:23] - Validation 	 Epoch: 85 	 Loss: 0.004927

[2020-07-20 17:01:28] - Training 	 Epoch: 86 	 Loss: 0.001535
[2020-07-20 17:01:30] - Validation 	 Epoch: 86 	 Loss: 0.004708

[2020-07-20 17:01:35] - Training 	 Epoch: 87 	 Loss: 0.001502
[2020-07-20 17:01:37] - Validation 	 Epoch: 87 	 Loss: 0.004449

[2020-07-20 17:01:42] - Training 	 Epoch: 88 	 Loss: 0.001470
[2020-07-20 17:01:44] - Validation 	 Epoch: 88 	 Loss: 0.004498

[2020-07-20 17:01:50] - Training 	 Epoch: 89 	 Loss: 0.001439
[2020-07-20 17:01:53] - Validation 	 Epoch: 89 	 Loss: 0.004295

[2020-07-20 17:01:59] - Training 	 Epoch: 90 	 Loss: 0.001408
[2020-07-20 17:02:01] - Validation 	 Epoch: 90 	 Loss: 0.004224

[2020-07-20 17:02:10] - Training 	 Epoch: 91 	 Loss: 0.001379
[2020-07-20 17:02:28] - Validation 	 Epoch: 91 	 Loss: 0.004136

[2020-07-20 17:02:34] - Training 	 Epoch: 92 	 Loss: 0.001350
[2020-07-20 17:02:36] - Validation 	 Epoch: 92 	 Loss: 0.003973

[2020-07-20 17:02:42] - Training 	 Epoch: 93 	 Loss: 0.001322
[2020-07-20 17:02:44] - Validation 	 Epoch: 93 	 Loss: 0.003921

[2020-07-20 17:02:49] - Training 	 Epoch: 94 	 Loss: 0.001295
[2020-07-20 17:02:52] - Validation 	 Epoch: 94 	 Loss: 0.003844

[2020-07-20 17:02:57] - Training 	 Epoch: 95 	 Loss: 0.001269
[2020-07-20 17:02:59] - Validation 	 Epoch: 95 	 Loss: 0.003762

[2020-07-20 17:03:04] - Training 	 Epoch: 96 	 Loss: 0.001243
[2020-07-20 17:03:06] - Validation 	 Epoch: 96 	 Loss: 0.003651

[2020-07-20 17:03:12] - Training 	 Epoch: 97 	 Loss: 0.001219
[2020-07-20 17:03:14] - Validation 	 Epoch: 97 	 Loss: 0.003550

[2020-07-20 17:03:19] - Training 	 Epoch: 98 	 Loss: 0.001194
[2020-07-20 17:03:21] - Validation 	 Epoch: 98 	 Loss: 0.003635

[2020-07-20 17:03:27] - Training 	 Epoch: 99 	 Loss: 0.001171
[2020-07-20 17:03:29] - Validation 	 Epoch: 99 	 Loss: 0.003514


[2020-07-20 17:03:29] - Evaluation: <class 'algorithms.lstm.LSTM_CAE_tile_by_tile.CAE'>
[2020-07-20 17:03:32] - Evaluation 	 Epoch: 0 	 Loss: 0.003421

[2020-07-20 17:03:32] - Saved model as caelstm_section_cae_training_uniform_random_fill_1000_house_1000_block_1000_model
[2020-07-20 17:03:32] - Model: CAE(
  (encoder): CAEEncoder(
    (conv1): Conv2d(1, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn2): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv3): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn3): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv4): Conv2d(16, 8, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn4): BatchNorm2d(8, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (latent_linear): Linear(in_features=128, out_features=100, bias=True)
    (bn_latent): BatchNorm1d(100, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (decoder): CAEDecoder(
    (latent_linear): Linear(in_features=100, out_features=128, bias=True)
    (bn_latent): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (deconv1): ConvTranspose2d(8, 16, kernel_size=(2, 2), stride=(2, 2))
    (bn1): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (deconv2): ConvTranspose2d(16, 32, kernel_size=(2, 2), stride=(2, 2))
    (bn2): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (deconv3): ConvTranspose2d(32, 64, kernel_size=(2, 2), stride=(2, 2))
    (bn3): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (deconv4): ConvTranspose2d(64, 1, kernel_size=(2, 2), stride=(2, 2))
    (bn4): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
)
[2020-07-20 17:03:32] - Model loss: 0.003421053057536483
