[2020-07-02 13:27:09] - Starting holdout training: {
	data_features: ['distance_to_goal_normalized', 'raycast_8_normalized', 'direction_to_goal_normalized', 'agent_goal_angle'],
	data_labels: ['next_position_index'],
	data_single_features: [],
	data_single_labels: [],
	epochs: 100,
	loss: CrossEntropyLoss(),
	optimizer: <function BasicLSTMModule.get_config.<locals>.<lambda> at 0x7f4e3f7e9cb0>,
	validation_ratio: 0.2,
	test_ratio: 0.2,
	save_name: tile_by_tile,
	training_data: ['training_house_100'],
	batch_size: 50,
	num_layers: 2,
	lstm_input_size: 12,
	lstm_output_size: 8,
}

[2020-07-02 13:27:09] - Starting data pre processing
[2020-07-02 13:27:09] - Cache miss, starting new training data pre processing
[2020-07-02 13:27:09] - Loading data: training_house_100
[2020-07-02 13:27:12] - Picking features
[2020-07-02 13:27:12] - Cache hit, training data loaded from cache
[2020-07-02 13:27:12] - Finished data pre processing 

[2020-07-02 13:27:12] - Training: <class 'algorithms.lstm.LSTM_tile_by_tile.BasicLSTMModule'>
[2020-07-02 13:27:14] - Training 	 Epoch: 0 	 Loss: 51.821762 	 Accuracy 0.22 	 Precision: 0.14 	 Recall: 0.08 	 F1: 0.10
[2020-07-02 13:28:15] - Validation 	 Epoch: 22 	 Loss: 52.665012 	 Accuracy 0.66 	 Precision: 0.11 	 Recall: 0.15 	 F1: 0.13

[2020-07-02 13:28:17] - Training 	 Epoch: 23 	 Loss: 22.985189 	 Accuracy 0.61 	 Precision: 0.26 	 Recall: 0.20 	 F1: 0.18
[2020-07-02 13:28:18] - Validation 	 Epoch: 23 	 Loss: 52.304638 	 Accuracy 0.66 	 Precision: 0.12 	 Recall: 0.16 	 F1: 0.13

[2020-07-02 13:28:19] - Training 	 Epoch: 24 	 Loss: 22.660109 	 Accuracy 0.62 	 Precision: 0.35 	 Recall: 0.22 	 F1: 0.21
[2020-07-02 13:28:21] - Validation 	 Epoch: 24 	 Loss: 51.927017 	 Accuracy 0.66 	 Precision: 0.12 	 Recall: 0.16 	 F1: 0.13

[2020-07-02 13:28:22] - Training 	 Epoch: 25 	 Loss: 22.360949 	 Accuracy 0.61 	 Precision: 0.34 	 Recall: 0.23 	 F1: 0.22
[2020-07-02 13:28:23] - Validation 	 Epoch: 25 	 Loss: 51.649006 	 Accuracy 0.66 	 Precision: 0.12 	 Recall: 0.17 	 F1: 0.14

[2020-07-02 13:28:25] - Training 	 Epoch: 26 	 Loss: 22.077614 	 Accuracy 0.61 	 Precision: 0.33 	 Recall: 0.25 	 F1: 0.26
[2020-07-02 13:28:26] - Validation 	 Epoch: 26 	 Loss: 51.505245 	 Accuracy 0.65 	 Precision: 0.12 	 Recall: 0.17 	 F1: 0.14

[2020-07-02 13:28:27] - Training 	 Epoch: 27 	 Loss: 21.797981 	 Accuracy 0.61 	 Precision: 0.33 	 Recall: 0.26 	 F1: 0.27
[2020-07-02 13:28:29] - Validation 	 Epoch: 27 	 Loss: 51.381145 	 Accuracy 0.65 	 Precision: 0.14 	 Recall: 0.19 	 F1: 0.15

[2020-07-02 13:28:30] - Training 	 Epoch: 28 	 Loss: 21.522627 	 Accuracy 0.61 	 Precision: 0.34 	 Recall: 0.27 	 F1: 0.29
[2020-07-02 13:28:31] - Validation 	 Epoch: 28 	 Loss: 51.297401 	 Accuracy 0.64 	 Precision: 0.16 	 Recall: 0.21 	 F1: 0.17

[2020-07-02 13:28:33] - Training 	 Epoch: 29 	 Loss: 21.265387 	 Accuracy 0.61 	 Precision: 0.33 	 Recall: 0.27 	 F1: 0.28
[2020-07-02 13:28:34] - Validation 	 Epoch: 29 	 Loss: 51.420647 	 Accuracy 0.63 	 Precision: 0.35 	 Recall: 0.23 	 F1: 0.19

[2020-07-02 13:28:36] - Training 	 Epoch: 30 	 Loss: 21.021227 	 Accuracy 0.61 	 Precision: 0.42 	 Recall: 0.28 	 F1: 0.30
[2020-07-02 13:28:37] - Validation 	 Epoch: 30 	 Loss: 51.668060 	 Accuracy 0.62 	 Precision: 0.27 	 Recall: 0.23 	 F1: 0.19

[2020-07-02 13:28:38] - Training 	 Epoch: 31 	 Loss: 20.816809 	 Accuracy 0.62 	 Precision: 0.39 	 Recall: 0.29 	 F1: 0.29
[2020-07-02 13:28:40] - Validation 	 Epoch: 31 	 Loss: 52.151077 	 Accuracy 0.61 	 Precision: 0.28 	 Recall: 0.26 	 F1: 0.22

[2020-07-02 13:28:41] - Training 	 Epoch: 32 	 Loss: 20.647829 	 Accuracy 0.60 	 Precision: 0.40 	 Recall: 0.27 	 F1: 0.30
[2020-07-02 13:28:42] - Validation 	 Epoch: 32 	 Loss: 52.643948 	 Accuracy 0.61 	 Precision: 0.27 	 Recall: 0.26 	 F1: 0.22

[2020-07-02 13:28:44] - Training 	 Epoch: 33 	 Loss: 20.748680 	 Accuracy 0.61 	 Precision: 0.52 	 Recall: 0.30 	 F1: 0.30
[2020-07-02 13:28:45] - Validation 	 Epoch: 33 	 Loss: 52.427727 	 Accuracy 0.61 	 Precision: 0.30 	 Recall: 0.28 	 F1: 0.25

[2020-07-02 13:28:47] - Training 	 Epoch: 34 	 Loss: 20.405807 	 Accuracy 0.61 	 Precision: 0.42 	 Recall: 0.31 	 F1: 0.33
[2020-07-02 13:28:48] - Validation 	 Epoch: 34 	 Loss: 52.904076 	 Accuracy 0.60 	 Precision: 0.42 	 Recall: 0.33 	 F1: 0.30

[2020-07-02 13:28:49] - Training 	 Epoch: 35 	 Loss: 20.076998 	 Accuracy 0.62 	 Precision: 0.41 	 Recall: 0.28 	 F1: 0.30
[2020-07-02 13:28:51] - Validation 	 Epoch: 35 	 Loss: 52.364887 	 Accuracy 0.60 	 Precision: 0.42 	 Recall: 0.30 	 F1: 0.27

[2020-07-02 13:28:52] - Training 	 Epoch: 36 	 Loss: 19.998194 	 Accuracy 0.61 	 Precision: 0.39 	 Recall: 0.30 	 F1: 0.31
[2020-07-02 13:28:53] - Validation 	 Epoch: 36 	 Loss: 51.920097 	 Accuracy 0.61 	 Precision: 0.36 	 Recall: 0.30 	 F1: 0.28

[2020-07-02 13:28:55] - Training 	 Epoch: 37 	 Loss: 19.764038 	 Accuracy 0.60 	 Precision: 0.40 	 Recall: 0.28 	 F1: 0.31
[2020-07-02 13:28:56] - Validation 	 Epoch: 37 	 Loss: 53.431725 	 Accuracy 0.58 	 Precision: 0.34 	 Recall: 0.35 	 F1: 0.30

[2020-07-02 13:28:57] - Training 	 Epoch: 38 	 Loss: 19.583326 	 Accuracy 0.61 	 Precision: 0.40 	 Recall: 0.27 	 F1: 0.29
[2020-07-02 13:28:59] - Validation 	 Epoch: 38 	 Loss: 53.194969 	 Accuracy 0.58 	 Precision: 0.33 	 Recall: 0.34 	 F1: 0.30

[2020-07-02 13:29:00] - Training 	 Epoch: 39 	 Loss: 19.459812 	 Accuracy 0.61 	 Precision: 0.41 	 Recall: 0.28 	 F1: 0.30
[2020-07-02 13:29:02] - Validation 	 Epoch: 39 	 Loss: 52.777981 	 Accuracy 0.60 	 Precision: 0.35 	 Recall: 0.35 	 F1: 0.32

[2020-07-02 13:29:03] - Training 	 Epoch: 40 	 Loss: 19.271807 	 Accuracy 0.61 	 Precision: 0.39 	 Recall: 0.27 	 F1: 0.29
[2020-07-02 13:29:04] - Validation 	 Epoch: 40 	 Loss: 54.731285 	 Accuracy 0.56 	 Precision: 0.44 	 Recall: 0.37 	 F1: 0.31

[2020-07-02 13:29:06] - Training 	 Epoch: 41 	 Loss: 19.139711 	 Accuracy 0.61 	 Precision: 0.42 	 Recall: 0.29 	 F1: 0.32
[2020-07-02 13:29:07] - Validation 	 Epoch: 41 	 Loss: 55.233662 	 Accuracy 0.56 	 Precision: 0.36 	 Recall: 0.37 	 F1: 0.32

[2020-07-02 13:29:09] - Training 	 Epoch: 42 	 Loss: 19.039778 	 Accuracy 0.61 	 Precision: 0.43 	 Recall: 0.31 	 F1: 0.34
[2020-07-02 13:29:10] - Validation 	 Epoch: 42 	 Loss: 54.582642 	 Accuracy 0.58 	 Precision: 0.40 	 Recall: 0.39 	 F1: 0.34

[2020-07-02 13:29:11] - Training 	 Epoch: 43 	 Loss: 18.897457 	 Accuracy 0.61 	 Precision: 0.42 	 Recall: 0.30 	 F1: 0.33
[2020-07-02 13:29:13] - Validation 	 Epoch: 43 	 Loss: 55.984680 	 Accuracy 0.56 	 Precision: 0.39 	 Recall: 0.41 	 F1: 0.34

[2020-07-02 13:29:14] - Training 	 Epoch: 44 	 Loss: 18.765896 	 Accuracy 0.61 	 Precision: 0.43 	 Recall: 0.32 	 F1: 0.35
[2020-07-02 13:29:16] - Validation 	 Epoch: 44 	 Loss: 56.386440 	 Accuracy 0.55 	 Precision: 0.38 	 Recall: 0.40 	 F1: 0.34

[2020-07-02 13:29:17] - Training 	 Epoch: 45 	 Loss: 18.627499 	 Accuracy 0.61 	 Precision: 0.43 	 Recall: 0.32 	 F1: 0.35
[2020-07-02 13:29:18] - Validation 	 Epoch: 45 	 Loss: 55.748142 	 Accuracy 0.56 	 Precision: 0.38 	 Recall: 0.41 	 F1: 0.35

[2020-07-02 13:29:20] - Training 	 Epoch: 46 	 Loss: 18.508278 	 Accuracy 0.61 	 Precision: 0.44 	 Recall: 0.31 	 F1: 0.34
[2020-07-02 13:29:21] - Validation 	 Epoch: 46 	 Loss: 56.968845 	 Accuracy 0.55 	 Precision: 0.36 	 Recall: 0.41 	 F1: 0.34

[2020-07-02 13:29:22] - Training 	 Epoch: 47 	 Loss: 18.398474 	 Accuracy 0.62 	 Precision: 0.44 	 Recall: 0.33 	 F1: 0.36
[2020-07-02 13:29:24] - Validation 	 Epoch: 47 	 Loss: 57.771881 	 Accuracy 0.54 	 Precision: 0.36 	 Recall: 0.42 	 F1: 0.34

[2020-07-02 13:29:25] - Training 	 Epoch: 48 	 Loss: 18.308846 	 Accuracy 0.62 	 Precision: 0.46 	 Recall: 0.33 	 F1: 0.37
[2020-07-02 13:29:26] - Validation 	 Epoch: 48 	 Loss: 57.515919 	 Accuracy 0.55 	 Precision: 0.37 	 Recall: 0.41 	 F1: 0.35

[2020-07-02 13:29:28] - Training 	 Epoch: 49 	 Loss: 18.318365 	 Accuracy 0.62 	 Precision: 0.46 	 Recall: 0.33 	 F1: 0.35
[2020-07-02 13:29:29] - Validation 	 Epoch: 49 	 Loss: 58.677082 	 Accuracy 0.53 	 Precision: 0.35 	 Recall: 0.41 	 F1: 0.33

[2020-07-02 13:29:30] - Training 	 Epoch: 50 	 Loss: 18.338827 	 Accuracy 0.61 	 Precision: 0.42 	 Recall: 0.33 	 F1: 0.35
[2020-07-02 13:29:32] - Validation 	 Epoch: 50 	 Loss: 58.462749 	 Accuracy 0.54 	 Precision: 0.37 	 Recall: 0.42 	 F1: 0.35

[2020-07-02 13:29:33] - Training 	 Epoch: 51 	 Loss: 18.602552 	 Accuracy 0.62 	 Precision: 0.45 	 Recall: 0.32 	 F1: 0.31
[2020-07-02 13:29:34] - Validation 	 Epoch: 51 	 Loss: 57.849758 	 Accuracy 0.54 	 Precision: 0.36 	 Recall: 0.42 	 F1: 0.36

[2020-07-02 13:29:36] - Training 	 Epoch: 52 	 Loss: 18.110142 	 Accuracy 0.62 	 Precision: 0.44 	 Recall: 0.34 	 F1: 0.37
[2020-07-02 13:29:37] - Validation 	 Epoch: 52 	 Loss: 59.854244 	 Accuracy 0.53 	 Precision: 0.35 	 Recall: 0.43 	 F1: 0.35

[2020-07-02 13:29:38] - Training 	 Epoch: 53 	 Loss: 17.927858 	 Accuracy 0.62 	 Precision: 0.45 	 Recall: 0.33 	 F1: 0.36
[2020-07-02 13:29:40] - Validation 	 Epoch: 53 	 Loss: 59.807007 	 Accuracy 0.52 	 Precision: 0.36 	 Recall: 0.44 	 F1: 0.36

[2020-07-02 13:29:41] - Training 	 Epoch: 54 	 Loss: 18.012455 	 Accuracy 0.62 	 Precision: 0.47 	 Recall: 0.32 	 F1: 0.33
[2020-07-02 13:29:43] - Validation 	 Epoch: 54 	 Loss: 59.013206 	 Accuracy 0.52 	 Precision: 0.34 	 Recall: 0.42 	 F1: 0.35

[2020-07-02 13:29:44] - Training 	 Epoch: 55 	 Loss: 17.811035 	 Accuracy 0.63 	 Precision: 0.45 	 Recall: 0.34 	 F1: 0.37
[2020-07-02 13:29:45] - Validation 	 Epoch: 55 	 Loss: 61.426079 	 Accuracy 0.51 	 Precision: 0.34 	 Recall: 0.43 	 F1: 0.35

[2020-07-02 13:29:47] - Training 	 Epoch: 56 	 Loss: 17.690159 	 Accuracy 0.63 	 Precision: 0.47 	 Recall: 0.34 	 F1: 0.37
[2020-07-02 13:29:48] - Validation 	 Epoch: 56 	 Loss: 62.041336 	 Accuracy 0.50 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.35

[2020-07-02 13:29:49] - Training 	 Epoch: 57 	 Loss: 17.693075 	 Accuracy 0.63 	 Precision: 0.47 	 Recall: 0.35 	 F1: 0.38
[2020-07-02 13:29:51] - Validation 	 Epoch: 57 	 Loss: 60.913956 	 Accuracy 0.51 	 Precision: 0.34 	 Recall: 0.43 	 F1: 0.34

[2020-07-02 13:29:52] - Training 	 Epoch: 58 	 Loss: 17.623623 	 Accuracy 0.63 	 Precision: 0.47 	 Recall: 0.35 	 F1: 0.38
[2020-07-02 13:29:53] - Validation 	 Epoch: 58 	 Loss: 62.110859 	 Accuracy 0.50 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.35

[2020-07-02 13:29:55] - Training 	 Epoch: 59 	 Loss: 17.540035 	 Accuracy 0.63 	 Precision: 0.47 	 Recall: 0.33 	 F1: 0.36
[2020-07-02 13:29:56] - Validation 	 Epoch: 59 	 Loss: 62.418739 	 Accuracy 0.51 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.35

[2020-07-02 13:29:57] - Training 	 Epoch: 60 	 Loss: 17.470282 	 Accuracy 0.64 	 Precision: 0.47 	 Recall: 0.36 	 F1: 0.39
[2020-07-02 13:29:59] - Validation 	 Epoch: 60 	 Loss: 62.270058 	 Accuracy 0.50 	 Precision: 0.36 	 Recall: 0.45 	 F1: 0.36

[2020-07-02 13:30:00] - Training 	 Epoch: 61 	 Loss: 17.423275 	 Accuracy 0.63 	 Precision: 0.47 	 Recall: 0.34 	 F1: 0.38
[2020-07-02 13:30:02] - Validation 	 Epoch: 61 	 Loss: 61.824799 	 Accuracy 0.51 	 Precision: 0.35 	 Recall: 0.43 	 F1: 0.34

[2020-07-02 13:30:03] - Training 	 Epoch: 62 	 Loss: 17.372101 	 Accuracy 0.64 	 Precision: 0.48 	 Recall: 0.37 	 F1: 0.40
[2020-07-02 13:30:04] - Validation 	 Epoch: 62 	 Loss: 62.990440 	 Accuracy 0.50 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.35

[2020-07-02 13:30:06] - Training 	 Epoch: 63 	 Loss: 17.332865 	 Accuracy 0.63 	 Precision: 0.47 	 Recall: 0.34 	 F1: 0.37
[2020-07-02 13:30:07] - Validation 	 Epoch: 63 	 Loss: 62.204205 	 Accuracy 0.51 	 Precision: 0.34 	 Recall: 0.42 	 F1: 0.34

[2020-07-02 13:30:08] - Training 	 Epoch: 64 	 Loss: 17.255156 	 Accuracy 0.64 	 Precision: 0.47 	 Recall: 0.38 	 F1: 0.41
[2020-07-02 13:30:10] - Validation 	 Epoch: 64 	 Loss: 62.489491 	 Accuracy 0.50 	 Precision: 0.35 	 Recall: 0.45 	 F1: 0.36

[2020-07-02 13:30:11] - Training 	 Epoch: 65 	 Loss: 17.226812 	 Accuracy 0.63 	 Precision: 0.49 	 Recall: 0.33 	 F1: 0.37
[2020-07-02 13:30:13] - Validation 	 Epoch: 65 	 Loss: 62.448700 	 Accuracy 0.51 	 Precision: 0.33 	 Recall: 0.43 	 F1: 0.33

[2020-07-02 13:30:14] - Training 	 Epoch: 66 	 Loss: 17.322025 	 Accuracy 0.63 	 Precision: 0.45 	 Recall: 0.38 	 F1: 0.41
[2020-07-02 13:30:15] - Validation 	 Epoch: 66 	 Loss: 63.645546 	 Accuracy 0.50 	 Precision: 0.36 	 Recall: 0.45 	 F1: 0.36

[2020-07-02 13:30:17] - Training 	 Epoch: 67 	 Loss: 17.829531 	 Accuracy 0.63 	 Precision: 0.50 	 Recall: 0.31 	 F1: 0.32
[2020-07-02 13:30:18] - Validation 	 Epoch: 67 	 Loss: 61.357384 	 Accuracy 0.51 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.36

[2020-07-02 13:30:20] - Training 	 Epoch: 68 	 Loss: 17.316059 	 Accuracy 0.62 	 Precision: 0.44 	 Recall: 0.39 	 F1: 0.40
[2020-07-02 13:30:21] - Validation 	 Epoch: 68 	 Loss: 62.578194 	 Accuracy 0.52 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.34

[2020-07-02 13:30:22] - Training 	 Epoch: 69 	 Loss: 17.079807 	 Accuracy 0.63 	 Precision: 0.48 	 Recall: 0.34 	 F1: 0.37
[2020-07-02 13:30:24] - Validation 	 Epoch: 69 	 Loss: 63.423599 	 Accuracy 0.52 	 Precision: 0.37 	 Recall: 0.46 	 F1: 0.37

[2020-07-02 13:30:25] - Training 	 Epoch: 70 	 Loss: 17.063593 	 Accuracy 0.63 	 Precision: 0.48 	 Recall: 0.34 	 F1: 0.37
[2020-07-02 13:30:26] - Validation 	 Epoch: 70 	 Loss: 60.655922 	 Accuracy 0.52 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.35

[2020-07-02 13:30:28] - Training 	 Epoch: 71 	 Loss: 17.068167 	 Accuracy 0.62 	 Precision: 0.62 	 Recall: 0.41 	 F1: 0.46
[2020-07-02 13:30:29] - Validation 	 Epoch: 71 	 Loss: 62.206249 	 Accuracy 0.52 	 Precision: 0.35 	 Recall: 0.43 	 F1: 0.35

[2020-07-02 13:30:31] - Training 	 Epoch: 72 	 Loss: 16.858704 	 Accuracy 0.64 	 Precision: 0.48 	 Recall: 0.38 	 F1: 0.40
[2020-07-02 13:30:32] - Validation 	 Epoch: 72 	 Loss: 65.043297 	 Accuracy 0.51 	 Precision: 0.35 	 Recall: 0.45 	 F1: 0.35

[2020-07-02 13:30:34] - Training 	 Epoch: 73 	 Loss: 16.818033 	 Accuracy 0.64 	 Precision: 0.48 	 Recall: 0.34 	 F1: 0.38
[2020-07-02 13:30:35] - Validation 	 Epoch: 73 	 Loss: 63.521057 	 Accuracy 0.52 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.35

[2020-07-02 13:30:37] - Training 	 Epoch: 74 	 Loss: 16.833179 	 Accuracy 0.63 	 Precision: 0.46 	 Recall: 0.40 	 F1: 0.42
[2020-07-02 13:30:38] - Validation 	 Epoch: 74 	 Loss: 62.524086 	 Accuracy 0.52 	 Precision: 0.35 	 Recall: 0.45 	 F1: 0.36

[2020-07-02 13:30:39] - Training 	 Epoch: 75 	 Loss: 16.753672 	 Accuracy 0.64 	 Precision: 0.48 	 Recall: 0.38 	 F1: 0.40
